,Date,Natural_Gas_Price,Natural_Gas_Vol.,Crude_oil_Price,Crude_oil_Vol.,Copper_Price,Copper_Vol.,Bitcoin_Price,Bitcoin_Vol.,Platinum_Price,Platinum_Vol.,Ethereum_Price,Ethereum_Vol.,S&P_500_Price,Nasdaq_100_Price,Nasdaq_100_Vol.,Apple_Price,Apple_Vol.,Tesla_Price,Tesla_Vol.,Microsoft_Price,Microsoft_Vol.,Silver_Price,Silver_Vol.,Google_Price,Google_Vol.,Nvidia_Price,Nvidia_Vol.,Berkshire_Price,Berkshire_Vol.,Netflix_Price,Netflix_Vol.,Amazon_Price,Amazon_Vol.,Meta_Price,Meta_Vol.,Gold_Price,Gold_Vol.
165,7/6/2023,2.329,182390,72.53,299130,3.756,95210,"26,342.50",77480,"1,024.60",21210,"1,832.10",454830,"4,267.52","14,303.29",334570000,177.82,61940000,224.57,185710000,323.38,40720000,23.529,73330,122.5,52540000,374.75,51200000,"5,11,795",6230,399.77,11930000,121.23,95660000,263.6,26160000,"1,958.40",189530
166,6/6/2023,2.262,147730,71.74,314960,3.7685,62020,"27,230.20",88610,"1,038.70",16300,"1,884.17",518570,"4,283.85","14,558.09",249040000,179.21,64340000,221.31,146910000,333.68,20210000,23.67,44280,127.31,25970000,386.54,37990000,"5,08,200",6100,399.29,4970000,126.61,45210000,271.12,19260000,"1,981.50",136000
167,5/6/2023,2.245,149920,72.15,383940,3.768,80760,"25,747.40",85420,"1,036.40",26560,"1,811.20",588610,"4,273.79","14,556.50",254090000,179.58,121320000,217.61,151140000,335.94,21110000,23.635,47490,126.01,30680000,391.71,39380000,"4,98,927",5670,403.54,7150000,125.3,47170000,271.39,20570000,"1,974.30",179990
168,2/6/2023,2.172,155170,71.74,322600,3.7275,82610,"27,244.70",49370,"1,003.50",15900,"1,907.10",329160,"4,282.37","14,546.64",273860000,180.95,62000000,213.97,164400000,335.4,25870000,23.747,62060,124.67,26980000,393.27,48270000,"5,03,000",6530,400.47,5900000,124.25,61260000,272.61,19350000,"1,969.60",209690
169,1/6/2023,2.158,210620,70.1,395390,3.711,85920,"26,819.00",51980,"1,010.10",18930,"1,861.77",286980,"4,221.02","14,441.51",314660000,180.09,65300000,207.52,148030000,332.58,25800000,23.987,76910,123.72,30530000,397.7,62370000,"4,92,000",5680,403.13,7140000,122.77,53780000,272.61,25280000,"1,995.50",176910
170,31-05-2023,2.266,151830,68.09,444790,3.637,66580,"27,216.10",63080,999,27040,"1,873.63",337870,"4,179.83","14,254.09",615280000,177.25,99310000,203.93,150710000,328.39,45550000,23.587,76730,122.87,37240000,378.34,99880000,"4,88,024",5670,395.23,6960000,120.58,71770000,264.72,25370000,"1,982.10",207750
171,30-05-2023,2.327,183530,69.46,440860,3.663,88100,"27,698.20",45190,"1,021.90",21630,"1,900.59",288670,"4,205.52","14,354.99",307600000,177.3,55770000,201.16,128820000,331.21,29410000,23.239,79060,123.67,35000000,401.11,91420000,"4,89,225",8120,392.98,10840000,121.66,63760000,262.52,23690000,"1,977.10",264370
172,26-05-2023,2.181,2170,72.67,261500,3.6755,660,"26,711.50",45880,"1,036.20",,"1,827.80",290890,"4,205.45","14,298.41",353940000,175.43,54830000,193.17,162060000,332.89,36630000,23.248,280,124.61,35640000,389.46,71440000,"4,86,650",5800,378.88,9360000,120.11,96780000,262.04,25770000,"1,963.10",130070
173,25-05-2023,2.307,48660,71.83,422640,3.5825,930,"26,475.80",50170,"1,034.40",,"1,805.69",370600,"4,151.28","13,938.53",343010000,172.99,55920000,184.47,96870000,325.92,41890000,22.803,360,123.48,40790000,379.8,153460000,"4,84,000",5650,359,6180000,115,64210000,252.69,21990000,"1,943.10",0
174,24-05-2023,2.398,33040,74.34,386610,3.5615,102900,"26,328.40",72650,"1,037.60",,"1,799.91",441640,"4,115.24","13,604.48",239370000,171.84,43490000,182.9,137610000,313.85,22010000,23.132,260,120.9,33160000,305.38,55280000,"4,86,545",5970,364.85,7910000,116.75,61380000,249.21,17320000,"1,962.80",190
175,23-05-2023,2.321,58740,72.91,317590,3.6545,69190,"27,220.70",50890,"1,065.70",,"1,854.08",428050,"4,145.58","13,672.54",241740000,171.56,49180000,185.77,156950000,315.26,29930000,23.509,380,122.56,33850000,306.88,35470000,"4,91,980",6080,355.99,6800000,114.99,62460000,246.74,17670000,"1,972.40",0
176,22-05-2023,2.4,114480,71.99,18680,3.685,55950,"26,847.30",35560,"1,085.40",,"1,817.19",250270,"4,192.63","13,849.74",227410000,174.2,43310000,188.87,132000000,321.18,23050000,23.743,280,125.05,34990000,311.76,36970000,"5,01,149",9710,363.01,5000000,115.01,70370000,248.32,27490000,"1,974.80",10
177,19-05-2023,2.585,162130,71.55,69950,3.732,59320,"26,882.90",36670,"1,083.80",,"1,812.32",253500,"4,191.98","13,803.49",266500000,175.16,52680000,180.14,136200000,318.34,25730000,23.948,150,122.76,41010000,312.64,47390000,"5,07,161",6400,365.36,7860000,116.25,55060000,245.64,21730000,"1,978.70",110
178,18-05-2023,2.592,186290,71.86,80860,3.6895,60350,"26,828.00",63390,"1,066.30",,"1,800.99",311240,"4,198.05","13,834.62",276880000,175.05,65090000,176.89,109520000,318.52,26370000,23.523,350,122.83,34400000,316.78,73890000,"5,04,360",5880,371.29,20780000,118.15,69900000,246.85,22810000,"1,956.50",20
179,17-05-2023,2.365,139260,72.83,273710,3.7545,82450,"27,403.10",58140,"1,090.70",,"1,821.73",376260,"4,158.77","13,589.26",254550000,172.69,57950000,173.86,125470000,314,24320000,23.789,180,120.84,33320000,301.78,43250000,"5,00,600",6000,339.96,3960000,115.5,65660000,242.49,21140000,"1,980.70",10
180,16-05-2023,2.376,135430,70.86,232330,3.667,74940,"27,035.30",45290,"1,075.00",,"1,823.98",325770,"4,109.90","13,426.01",209970000,172.07,42110000,166.52,98290000,311.74,26730000,23.783,180,119.51,45040000,292.13,44940000,"4,98,620",6630,333.75,3330000,113.4,71470000,238.82,18110000,"1,988.40",50
181,15-05-2023,2.375,142750,71.11,259010,3.751,59890,"27,183.90",53270,"1,082.80",,"1,817.11",405840,"4,136.28","13,413.51",200430000,172.07,37180000,166.35,105590000,309.46,16290000,24.175,170,116.51,36130000,289.53,29300000,"4,95,900",7340,335.89,3650000,111.2,52750000,238.86,20650000,"2,018.00",0
182,12/5/2023,2.438,131020,70.04,275440,3.7285,,"26,799.20",87490,"1,067.00",,"1,807.31",598870,"4,124.08","13,340.17",223440000,172.57,45530000,167.98,157850000,308.97,19770000,24.154,,117.51,41100000,283.4,27420000,"4,91,183",5150,339.89,6080000,110.26,49850000,233.81,16140000,"2,019.80",220500
183,11/5/2023,2.345,89130,70.87,365890,3.71,,"26,983.50",62850,"1,105.00",,"1,794.71",548420,"4,130.62","13,389.78",245640000,173.75,49510000,172.08,103890000,310.11,31680000,24.424,,116.57,78900000,285.78,32210000,"4,93,000",5010,344.76,8030000,112.18,74930000,235.79,20380000,"2,020.50",296980
184,10/5/2023,2.191,126490,72.56,351510,3.841,,"27,603.30",91450,"1,119.10",,"1,840.92",685110,"4,137.64","13,347.83",286100000,173.55,53720000,168.54,119840000,312.31,30080000,25.658,,111.75,63150000,288.85,36940000,"4,92,000",6010,335.42,4290000,110.19,78630000,233.08,18700000,"2,037.10",260810
185,9/5/2023,2.267,134530,73.71,317490,3.9015,46220,"27,634.90",49750,"1,116.00",21260,"1,846.56",318790,"4,119.17","13,201.11",232390000,171.77,45330000,169.15,88970000,307,21340000,25.898,45730,107.35,36360000,285.71,31490000,"4,99,000",5150,332.14,5540000,106.62,44090000,233.37,16830000,"2,042.90",199700
186,8/5/2023,2.238,125350,73.16,290080,3.9295,40070,"27,670.50",85720,"1,087.70",,"1,847.48",667820,"4,138.12","13,291.64",211960000,173.5,55960000,171.79,112250000,308.65,21320000,25.834,,107.77,26510000,291.51,34500000,"4,97,000",7210,331.21,5490000,105.83,49430000,233.27,14950000,"2,033.20",182210
187,5/5/2023,2.137,120690,71.34,330590,3.883,59640,"29,513.20",74520,"1,068.30",,"1,993.33",589050,"4,136.25","13,259.13",265000000,173.57,113450000,170.06,107610000,310.65,28200000,25.93,,105.57,26640000,286.8,36150000,"4,91,840",5750,322.76,3990000,105.65,56950000,232.78,26910000,"2,024.80",283300
188,4/5/2023,2.101,113280,68.56,412500,3.863,68250,"28,842.10",53800,"1,053.55",,"1,877.06",372690,"4,061.22","12,982.48",245780000,165.79,70380000,161.2,95110000,305.41,22200000,26.358,,104.69,23320000,275.62,31940000,"4,89,540",5120,320.78,3870000,104,44700000,233.52,17790000,"2,055.70",311000
189,3/5/2023,2.17,130330,68.6,490520,3.845,51300,"29,023.60",81220,"1,061.80",,"1,904.74",489660,"4,090.75","13,030.21",257600000,167.45,59440000,160.61,119730000,304.4,22160000,25.681,,105.41,21530000,278.02,38100000,"4,88,606",5160,319.3,5040000,103.65,64630000,237.03,33950000,"2,037.00",229670
190,2/5/2023,2.214,127230,71.66,417820,3.8625,57600,"28,669.10",65330,"1,078.30",,"1,869.74",391270,"4,119.58","13,113.66",249110000,168.54,48430000,160.31,128260000,305.41,26400000,25.619,,105.32,31000000,282.1,40270000,"4,94,100",5690,317.55,4320000,103.63,73470000,239.24,23170000,"2,023.30",245640
191,1/5/2023,2.318,108990,75.66,215020,3.934,59060,"28,077.60",84360,"1,064.70",,"1,830.75",475920,"4,167.87","13,231.47",211620000,169.59,49390000,161.83,109020000,305.56,21250000,25.23,,107.2,25610000,289.1,56620000,"5,03,400",7430,324.12,5320000,102.05,73180000,243.18,29140000,"1,992.20",173020
192,28-04-2023,2.41,176420,76.78,328400,3.8905,58930,"29,321.80",69880,"1,090.10",,"1,891.14",408450,"4,169.48","13,245.99",300700000,169.68,55280000,164.31,122520000,307.26,36470000,25.226,,107.34,36140000,277.49,29220000,"5,02,880",5440,329.93,4230000,105.45,130720000,240.32,39180000,"1,999.10",172450
193,27-04-2023,2.355,105220,74.76,345880,3.884,81380,"29,475.90",121630,"1,093.20",,"1,908.81",771480,"4,135.35","13,160.03",319310000,168.41,64220000,160.19,127020000,304.83,46210000,25.209,,107.59,49770000,272.26,37430000,"4,99,700",4720,325.85,5600000,109.82,129440000,238.56,70790000,"1,999.00",203900
194,26-04-2023,2.117,2410,74.3,497780,3.8615,73080,"28,424.60",164310,"1,106.00",,"1,866.05",958230,"4,055.99","12,806.49",292220000,163.76,44110000,153.75,153360000,295.37,64480000,25.071,,103.71,53140000,269.56,40450000,"4,91,500",4810,321.15,4610000,104.98,71820000,209.4,35220000,"1,986.90",620
195,25-04-2023,2.307,66130,77.07,361650,3.865,83030,"28,298.80",65310,"1,098.20",,"1,865.95",491980,"4,071.63","12,725.11",261530000,163.77,48170000,160.67,122000000,275.42,40230000,25.088,,103.85,42170000,262.41,36760000,"4,95,112",4900,322.55,5380000,102.57,61690000,207.55,18610000,"1,995.10",850
196,24-04-2023,2.273,56320,78.76,306720,3.9645,45580,"27,509.30",66740,"1,097.70",,"1,841.88",480280,"4,137.04","12,969.76",199010000,165.33,38990000,162.55,140010000,281.77,26510000,25.524,,105.97,23320000,270.42,32650000,"4,98,250",6090,329.02,5570000,106.21,68610000,212.79,15750000,"1,990.60",540
197,21-04-2023,2.233,82960,77.87,291110,3.9865,38860,"27,264.80",98720,"1,138.70",,"1,849.81",769940,"4,133.52","13,000.77",236550000,165.02,58340000,165.08,123540000,285.76,21680000,25.28,19880,105.41,25800000,271.19,34510000,"4,96,405",4830,327.98,6350000,106.96,86770000,212.89,17670000,"1,981.30",620
198,20-04-2023,2.249,115590,77.29,24990,4.0325,31530,"28,240.50",95450,"1,107.60",,"1,942.72",665650,"4,129.79","12,985.98",261520000,166.65,52460000,162.99,210970000,286.11,23240000,25.595,21430,105.29,27820000,271.04,42770000,"4,96,300",4580,325.35,9950000,103.81,57700000,213.07,16430000,"2,009.80",420
199,19-04-2023,2.222,147570,79.16,78310,4.081,28540,"28,813.70",111270,"1,105.70",,"1,935.97",855360,"4,154.52","13,088.72",196770000,167.63,47240000,180.59,125730000,288.45,17080000,25.59,18980,104.18,20850000,279.31,35140000,"4,94,948",4600,323.12,22080000,104.3,58150000,215.7,15900000,"1,998.00",920
200,18-04-2023,2.366,120610,80.86,96290,4.0965,24780,"30,382.20",76580,"1,097.30",,"2,103.34",437100,"4,154.87","13,091.79",198420000,166.47,48410000,184.31,92070000,288.37,20100000,25.484,14040,104.5,26480000,276.67,60270000,"4,96,200",4980,333.7,13890000,102.3,39410000,217.89,12210000,"2,010.30",220
201,17-04-2023,2.275,191440,80.83,217050,4.066,62390,"29,434.90",71900,"1,059.60",14000,"2,074.74",448140,"4,151.32","13,087.71",200780000,165.23,41520000,187.04,116660000,288.8,23840000,25.088,64630,105.97,37570000,270.02,32150000,"4,97,900",6720,332.72,6140000,102.74,39920000,218.86,15410000,"1,994.20",550
202,14-04-2023,2.114,226790,82.52,275130,4.1065,101540,"30,472.50",98380,"1,054.00",19960,"2,099.98",957030,"4,137.64","13,079.52",207400000,165.21,49390000,185,96440000,286.14,20990000,25.46,94540,108.87,26580000,267.58,39570000,"4,96,000",5820,338.63,5350000,102.51,51450000,221.49,21590000,"2,002.20",720
203,13-04-2023,2.007,224380,82.16,261230,4.124,92480,"30,387.40",65870,"1,065.50",,"2,012.11",721560,"4,146.22","13,109.39",230790000,165.56,67160000,185.9,112930000,289.84,24120000,25.925,75420,107.43,24780000,264.63,35220000,"4,90,760",5510,346.19,7380000,102.4,67360000,220.35,23230000,"2,041.30",1040
204,12/4/2023,2.093,247320,83.26,356130,4.081,93030,"29,886.40",78690,"1,027.50",,"1,916.58",669430,"4,091.95","12,848.35",236480000,160.1,49400000,180.54,150260000,283.49,27400000,25.458,89020,104.64,24370000,264.95,44350000,"4,83,500",5140,331.03,3940000,97.83,56350000,214,18970000,"2,010.90",170
205,11/4/2023,2.186,220670,81.53,309680,4.0195,85660,"30,209.60",89380,"1,005.10",,"1,889.86",428260,"4,108.94","12,964.16",206130000,160.8,46310000,186.79,115770000,282.83,27200000,25.186,54830,105.35,26230000,271.69,30230000,"4,80,800",4740,338.21,3990000,99.92,60120000,213.85,16350000,"2,004.80",70
206,10/4/2023,2.172,256800,79.74,264910,3.9765,56660,"29,641.00",85730,"1,002.90",11430,"1,910.36",457410,"4,109.11","13,051.23",197340000,162.03,47030000,184.51,142150000,289.39,23030000,24.912,47960,106.44,27020000,275.79,37980000,"4,76,500",7210,338.99,2650000,102.17,37000000,214.75,15840000,"1,989.10",650
207,6/4/2023,2.011,189060,80.7,259520,4.0155,87260,"28,036.70",51290,"1,016.80",10770,"1,872.35",420800,"4,105.02","13,062.60",229510000,164.66,45390000,185.06,123860000,291.6,29770000,25.093,49820,108.42,48710000,270.37,39770000,"4,78,005",5100,339.33,4660000,102.06,43810000,216.1,26100000,"2,011.90",490
208,5/4/2023,2.155,147110,80.61,254970,3.9865,68500,"28,173.50",77320,"1,007.40",,"1,908.96",583840,"4,090.38","12,967.20",247240000,163.76,51300000,185.52,133880000,284.34,22000000,25.037,66170,104.47,27660000,268.81,50330000,"4,71,500",5100,342.35,4120000,101.1,44760000,211.48,19330000,"2,020.90",530
209,4/4/2023,2.106,149120,80.71,343570,3.971,82160,"28,164.40",64060,"1,029.00",,"1,870.52",658370,"4,100.60","13,100.08",227660000,165.63,44430000,192.58,126460000,287.18,25780000,25.101,80730,104.72,24270000,274.53,36640000,"4,67,660",4350,346.75,3290000,103.95,48360000,214.72,20980000,"2,022.20",810
210,3/4/2023,2.097,173580,80.42,547130,4.0455,64130,"27,802.10",98000,996.4,,"1,810.77",657580,"4,124.51","13,148.35",247210000,166.17,54970000,194.77,169550000,287.23,24840000,24.021,59790,104.36,24550000,279.65,39620000,"4,69,760",6530,348.28,4400000,102.41,40900000,213.07,17890000,"1,983.90",740
211,31-03-2023,2.216,164650,75.67,304360,4.0945,75930,"28,473.70",98440,"1,003.10",,"1,821.62",579010,"4,109.31","13,181.35",317690000,164.9,68750000,207.46,170220000,288.3,32700000,24.156,59670,103.73,36860000,277.77,43390000,"4,65,600",4390,345.48,5610000,103.29,56750000,211.94,25390000,"1,969.00",960
212,30-03-2023,2.104,153730,74.37,269740,4.0915,69860,"28,029.50",122510,"1,002.40",,"1,793.59",607740,"4,050.83","12,963.14",222670000,162.36,46810000,195.28,110250000,284.05,24990000,23.989,67100,100.89,32790000,273.83,35640000,"4,61,780",4250,338.43,7120000,102,52070000,207.84,22550000,"1,980.30",10120
213,29-03-2023,1.991,3490,72.97,312670,4.0865,74240,"28,350.40",109320,985.5,,"1,793.27",564930,"4,027.81","12,846.03",269550000,160.77,51310000,193.88,123660000,280.51,25090000,23.391,190,101.39,28780000,269.84,39370000,"4,62,100",4010,332.03,6290000,100.25,49780000,205.35,18850000,"1,966.90",88560
214,28-03-2023,2.03,62600,73.2,328470,4.0855,77250,"27,262.20",94160,971.9,,"1,772.63",561330,"3,971.27","12,610.57",203480000,157.65,45580000,189.19,98650000,275.23,21840000,23.345,60,101.03,31930000,264.1,35480000,"4,59,000",3900,323.52,6480000,97.24,38560000,200.68,19090000,"1,973.50",183580
215,27-03-2023,2.088,39810,72.81,353600,4.0785,67620,"27,129.80",107240,982.5,,"1,714.65",607000,"3,977.53","12,673.07",224950000,158.28,50420000,191.81,120850000,276.38,26760000,23.075,50,102.46,31050000,265.31,36020000,"4,57,820",5540,327.66,8620000,98.04,46500000,202.84,18450000,"1,971.50",107040
216,24-03-2023,2.361,122740,69.26,380850,4.075,85510,"27,462.20",110360,983.9,16700,"1,749.26",602300,"3,970.99","12,767.05",260670000,160.25,59260000,190.41,116530000,280.57,28200000,23.247,20,105.44,30410000,267.79,45540000,"4,53,066",4490,328.39,13000000,98.13,56150000,206.01,27730000,"2,001.70",118690
217,23-03-2023,2.283,106540,69.96,335240,4.1235,79530,"28,310.70",158460,992.9,16740,"1,814.08",767730,"3,948.72","12,729.23",297180000,158.93,67220000,192.22,144190000,277.66,36380000,23.144,,105.6,40570000,271.91,56180000,"4,52,750",4350,320.37,15600000,98.71,57320000,204.28,27170000,"2,013.30",74550
218,22-03-2023,2.307,133980,70.9,337640,4.0445,78060,"27,261.70",262030,987,22180,"1,734.48",933240,"3,936.97","12,567.15",279130000,157.83,69170000,191.15,150380000,272.29,34730000,22.675,20,103.37,43200000,264.68,79260000,"4,55,660",4190,293.9,5740000,98.7,57090000,199.81,28040000,"1,966.60",60530
219,21-03-2023,2.485,151460,69.33,26350,3.994,69310,"28,114.00",438780,976.7,18380,"1,803.54",779810,"4,002.87","12,741.44",302520000,159.28,73760000,197.58,153390000,273.78,33990000,22.324,60,104.92,41870000,261.99,54520000,"4,60,515",4490,305.79,4840000,100.61,57860000,202.16,31480000,"1,958.30",65170
220,20-03-2023,2.331,101860,67.64,76870,3.9515,73790,"27,720.50",503900,996.8,18620,"1,732.31",716260,"3,951.57","12,562.61",291230000,157.4,73470000,183.25,129680000,272.23,42780000,22.533,10,101.22,32890000,259,43150000,"4,55,917",6050,305.13,5110000,97.71,60960000,197.81,25140000,"1,999.70",69060
221,17-03-2023,2.446,101400,66.74,152260,3.8925,72130,"27,391.80",674960,978.6,23920,"1,789.38",975130,"3,916.64","12,519.88",715660000,155,98940000,180.13,133200000,279.43,69530000,22.351,60,101.62,61030000,257.25,84850000,"4,42,765",5260,303.5,6920000,98.95,87300000,195.61,50140000,"1,990.20",67460
222,16-03-2023,2.626,93850,68.35,327120,3.8645,85380,"25,004.10",462580,977.1,15650,"1,673.85",660140,"3,960.28","12,581.39",344260000,155.85,76020000,184.13,121370000,276.2,53640000,21.588,50,100.32,65270000,255.41,58490000,"4,55,350",5110,310.06,7910000,100.04,84250000,204.93,50820000,"1,939.70",34770
223,15-03-2023,2.546,117570,67.61,555160,3.843,131410,"24,282.70",614310,970.3,23350,"1,649.65",1020000,"3,891.93","12,251.32",343360000,152.99,75960000,180.45,146000000,265.44,45770000,21.774,20,96.11,50190000,242.28,51770000,"4,48,671",5180,303.79,9170000,96.2,69740000,197.75,42120000,"1,948.10",84730
224,14-03-2023,2.573,93920,71.33,432860,4.003,71160,"24,699.70",753060,997.3,25810,"1,700.15",1360000,"3,920.56","12,199.79",324300000,152.59,73370000,183.26,143720000,260.79,33340000,21.929,60,93.97,35490000,240.63,47150000,"4,61,805",4090,294.94,5770000,94.88,60430000,194.02,41020000,"1,910.90",261280
225,13-03-2023,2.606,146570,74.8,457420,4.0535,133480,"24,114.40",733630,"1,004.90",31100,"1,673.93",1300000,"3,855.76","11,923.17",351060000,150.47,84460000,174.48,167790000,253.92,33340000,21.793,20,91.11,37340000,229.66,42190000,"4,58,050",6040,293.51,6290000,92.43,72400000,180.9,24680000,"1,916.50",452330
226,10/3/2023,2.43,127170,76.68,371830,4.0305,84980,"20,156.70",655270,962.2,25700,"1,426.75",1010000,"3,861.59","11,830.28",308680000,148.5,68570000,173.44,191490000,248.59,28330000,20.375,50,90.63,35940000,229.65,47490000,"4,60,462",4540,292.76,5760000,90.73,69830000,179.51,25670000,"1,867.20",345810
227,9/3/2023,2.543,138150,75.72,349960,4.039,54530,"20,361.80",468760,949.3,23370,"1,438.50",764770,"3,918.32","11,995.88",275900000,150.59,53450000,172.92,170020000,252.32,26480000,20.025,10,92.32,28460000,234.36,49940000,"4,61,030",4170,297.78,7420000,92.25,55590000,181.69,26510000,"1,834.60",228470
228,8/3/2023,2.551,132610,76.66,335930,4.027,79040,"21,710.80",316510,940.6,18660,"1,533.04",478440,"3,992.01","12,215.33",234180000,152.87,47200000,182,151900000,253.7,17340000,20.005,80,94.25,34100000,241.81,51360000,"4,72,002",4030,311.79,3480000,93.92,44900000,184.97,19430000,"1,818.60",208290
229,7/3/2023,2.687,149480,77.58,398240,3.975,77400,"22,197.80",304750,936.3,27420,"1,561.78",460100,"3,986.37","12,152.17",259810000,151.6,56180000,187.71,148130000,254.15,21470000,20.054,60,93.86,27840000,232.88,51520000,"4,71,500",4410,308.47,4550000,93.55,49100000,184.51,36700000,"1,820.00",248230
230,6/3/2023,2.572,246370,80.46,292350,4.0885,63750,"22,410.00",215310,978.6,22300,"1,565.84",322160,"4,048.42","12,302.48",239560000,153.83,87560000,193.81,128100000,256.87,24110000,20.984,120,95.13,32640000,235.54,43740000,"4,80,215",6260,312.03,5660000,93.75,52110000,184.9,33210000,"1,854.60",136220
231,3/3/2023,3.009,185070,79.68,374200,4.067,,"22,354.40",344630,979.4,21490,"1,568.89",783740,"4,045.64","12,290.81",279000000,151.03,70500000,197.79,154190000,255.29,29280000,21.238,,93.65,35080000,238.9,40940000,"4,73,256",4530,315.18,5940000,94.9,54850000,185.25,43850000,"1,854.60",158960
232,2/3/2023,2.765,134240,78.16,260330,4.076,,"23,465.40",249260,963.2,15430,"1,647.38",440630,"3,981.35","12,044.87",245370000,145.91,52090000,190.9,181980000,251.11,24750000,20.766,,92,32020000,233.14,38150000,"4,66,790",3990,311.88,4880000,92.13,54130000,174.53,17330000,"1,840.50",139760
233,1/3/2023,2.811,157120,77.69,342120,4.16,87330,"23,642.20",328770,961.8,24590,"1,666.09",497120,"3,951.39","11,938.57",248480000,145.31,55220000,202.77,156850000,246.27,26530000,20.959,580,90.36,30920000,226.98,45520000,"4,62,435",4210,313.48,4880000,92.17,51910000,173.42,29180000,"1,845.40",182580
234,28-02-2023,2.747,160840,77.05,300090,4.0895,71440,"23,130.50",275100,955.5,20190,"1,604.69",411490,"3,970.15","12,042.12",316620000,147.41,50550000,205.71,153140000,249.42,22490000,20.961,510,90.06,30140000,232.16,45600000,"4,63,525",4050,322.13,3680000,94.23,43960000,174.94,46050000,"1,836.70",184510
235,27-02-2023,2.731,238900,75.68,266090,4.011,83880,"23,494.10",297650,941.9,24310,"1,633.66",458530,"3,982.24","12,057.79",225910000,147.92,45000000,207.63,161030000,250.16,21190000,20.67,7500,89.87,27500000,235.01,45300000,"4,61,912",6500,323.03,6140000,93.76,47470000,169.54,19280000,"1,824.90",130430
236,24-02-2023,2.451,3050,76.32,313040,3.952,,"23,191.50",367990,907.6,22360,"1,608.24",548070,"3,970.04","11,969.65",263450000,146.71,55470000,196.88,142230000,249.22,24990000,20.81,51630,89.13,36590000,232.86,58970000,"4,61,705",4640,317.15,6830000,93.5,57050000,170.39,19790000,"1,809.20",400
237,23-02-2023,2.314,57090,75.39,333840,4.059,73180,"23,936.30",417460,945.2,,"1,650.52",529750,"4,012.32","12,180.14",284880000,149.4,48390000,202.07,146360000,254.77,29220000,21.306,52990,90.89,41210000,236.64,111800000,"4,59,375",4090,323.65,13240000,95.82,48470000,172.04,20020000,"1,818.80",650
238,22-02-2023,2.174,57850,73.95,332020,4.1905,70160,"24,186.60",400240,953,,"1,643.39",560400,"3,991.05","12,066.27",265180000,148.91,51010000,200.86,191830000,251.51,22490000,21.677,50980,91.65,30880000,207.54,51320000,"4,60,012",4090,334.88,4550000,95.79,59530000,171.12,20570000,"1,833.30",570
239,21-02-2023,2.177,175520,76.16,35480,4.2255,126190,"24,450.70",395970,945.55,,"1,659.41",554520,"3,997.34","12,060.30",291790000,148.48,58870000,197.37,180020000,252.67,28400000,21.89,86910,91.79,33630000,206.55,41000000,"4,58,495",6410,337.5,5710000,94.58,56580000,172.08,32720000,"1,842.50",210170
240,17-02-2023,2.352,132580,76.34,93270,4.1085,68600,"24,573.50",523850,921.4,,"1,693.96",617210,"4,079.09","12,358.18",265450000,152.55,59140000,208.31,213740000,258.06,30000000,21.715,67930,94.35,34280000,213.88,46590000,"4,67,373",4010,347.96,5290000,97.2,60030000,172.88,24170000,"1,840.40",40
241,16-02-2023,2.485,101080,78.49,117600,4.1355,108490,"23,539.60",484500,931,,"1,640.66",894270,"4,090.41","12,442.48",294550000,153.71,66840000,202.04,229590000,262.15,29190000,21.71,56290,95.51,39900000,220.02,40880000,"4,67,295",3790,350.71,5190000,98.15,54400000,172.44,25710000,"1,842.00",220
242,15-02-2023,2.555,106900,78.59,264490,4.0105,103170,"24,327.90",401530,917.8,,"1,675.43",627070,"4,147.60","12,687.89",248820000,155.33,65470000,214.24,182110000,269.32,28360000,21.572,55510,96.94,50050000,227.64,42010000,"4,69,045",4330,361.42,3950000,101.16,47440000,177.16,24920000,"1,834.20",370
243,14-02-2023,2.652,120080,79.06,299940,4.075,93920,"22,198.50",378390,939.2,26560,"1,555.46",705280,"4,136.13","12,590.89",274380000,153.2,61710000,209.25,216460000,272.17,37050000,21.873,73820,94.68,54730000,229.71,67550000,"4,72,500",3890,359.96,4620000,99.7,56200000,179.48,23970000,"1,854.00",660
244,13-02-2023,2.499,144730,80.14,301300,4.0575,74430,"21,772.60",312040,959.4,,"1,505.84",681850,"4,137.29","12,502.31",256040000,153.85,61860000,194.64,172480000,271.32,44430000,21.852,48510,94.61,49880000,217.88,47340000,"4,76,500",5470,358.57,7120000,99.54,52660000,179.43,31410000,"1,851.90",570
245,10/2/2023,2.607,135220,79.72,356060,4.0165,86480,"21,635.00",352790,951.8,,"1,513.82",523330,"4,090.46","12,304.92",266990000,151.01,57450000,196.89,204750000,263.1,25820000,22.075,68260,94.57,54980000,212.65,55070000,"4,72,250",4100,347.36,7290000,97.61,52740000,174.15,33430000,"1,862.80",30
246,9/2/2023,2.492,112910,78.06,324160,4.097,96580,"21,792.50",425440,964.2,,"1,545.35",702210,"4,081.50","12,381.17",310650000,150.87,54900000,207.32,215430000,263.62,39680000,22.143,67990,95.01,118940000,223.37,52100000,"4,66,020",3740,362.5,6880000,98.24,63780000,177.92,36920000,"1,866.20",220
247,8/2/2023,2.477,93350,78.47,353470,4.0355,85500,"22,964.60",289120,987.2,,"1,650.99",447570,"4,117.86","12,495.38",306970000,151.92,63470000,201.29,180670000,266.73,54250000,22.42,56970,99.37,94420000,222.05,54740000,"4,67,999",4000,366.83,6140000,100.05,75280000,183.43,35960000,"1,877.40",230
